stimuli_presented,interlocutor_id,name,context_type,silly_or_annoying,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever,generally_sarcastic,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,experiment
12n,53,12n_53,n,2.5,2,1.5,-0.634980304,-0.712577125,-1.064367521,0,0,0,0,0.666666667,0.5,0,0,,,,,,,perception
13n,53,13n_53,n,1.833333333,1.5,1.666666667,-1.252965155,-1.044620735,-0.867648613,0,0,0,0,0.833333333,0.166666667,0.666666667,0,,,,,,,perception
14n,53,14n_53,n,3.333333333,2.333333333,2.5,-0.02746573,-0.418863993,-0.227987148,0,0.333333333,0,0,0.166666667,1,0,0.166666667,,,,,,,perception
15n,53,15n_53,n,1.666666667,1.666666667,1.833333333,-1.375993115,-0.902876867,-0.722274868,0,0,0,0,0.5,0.5,0.5,0.166666667,,,,,,,perception
16n,53,16n_53,n,1.833333333,1.666666667,1.666666667,-1.217835036,-0.902876867,-0.918993777,0,0,0,0,0.666666667,0.666666667,0.833333333,0,,,,,,,perception
7n,53,7n_53,n,3.333333333,1.833333333,2.5,-0.139124344,-0.809469344,-0.326288117,0,0.166666667,0,0.333333333,0.166666667,0.333333333,0.333333333,0.166666667,,,,,,,perception
8n,53,8n_53,n,3.833333333,3.166666667,3,0.199001978,-0.006777116,0.027953177,0,0.5,0.166666667,0.5,0.166666667,0.5,0.166666667,0.166666667,,,,,,,perception
9n,53,9n_53,n,1.833333333,3.166666667,4,-1.248934856,0.036955987,0.72141425,0,0,0,0.166666667,0,0,0.666666667,0.333333333,,,,,,,perception
14nn,53,14nn_53,nn,3.833333333,4,3.166666667,0.137172895,0.502969644,0.216867739,0,0.333333333,0,0.5,0,0.5,0,0.5,,,,,,,perception
1n,53,1n_53,n,2.5,1.833333333,1.666666667,-0.881874129,-0.811147851,-0.970338941,0,0,0,0,0.833333333,0.833333333,0,0,,,,,,,perception
2n,53,2n_53,n,3.833333333,4.166666667,3.666666667,0.264861359,0.674900001,0.472790978,0,0.333333333,0.166666667,0.833333333,0,0,0,0.166666667,,,,,,,perception
3n,53,3n_53,n,4.833333333,2.5,1.833333333,0.995976215,-0.38451433,-0.814800898,0.5,0,0,0.166666667,0,0.833333333,0,0,,,,,,,perception
4n,53,4n_53,n,3.333333333,2,1.833333333,-0.03421186,-0.664304621,-0.722274868,0.166666667,0.166666667,0,0,0.166666667,1,0.166666667,0,,,,,,,perception
5n,53,5n_53,n,4.166666667,3.833333333,3.5,0.483661964,0.427780866,0.330367514,0.166666667,0,0,0.666666667,0.333333333,0,0,0.333333333,,,,,,,perception
6n,53,6n_53,n,2.666666667,1.833333333,2.333333333,-0.721979076,-0.958331514,-0.518152959,0,0.166666667,0,0.166666667,0.5,0.5,0.5,0,,,,,,,perception
1nn,29,1nn_29,nn,4,4.833333333,4.666666667,0.266639849,1.351630292,1.646049194,0,0.5,0.5,0.666666667,0,0.333333333,0,0,,,,,,,perception
2nn,29,2nn_29,nn,3,3,3.5,-0.187860028,0.2260358,0.608377438,0,0,0.5,0.166666667,0.5,0.333333333,0,0.666666667,,,,,,,perception
3nn,29,3nn_29,nn,4.166666667,4.333333333,4.666666667,0.484651581,0.946452169,1.507256527,0.166666667,0.166666667,1,0.166666667,0.333333333,0.166666667,0,0.333333333,,,,,,,perception
4nn,29,4nn_29,nn,4.5,3.166666667,3.833333333,0.603550746,0.266821229,0.726851872,0.166666667,0,0.5,0,0.166666667,0.833333333,0,0.166666667,,,,,,,perception
5nn,29,5nn_29,nn,3,2,2.166666667,-0.138815368,-0.410419462,-0.349750546,0,0.166666667,0,0,0.833333333,0.666666667,0.166666667,0,,,,,,,perception
6nn,29,6nn_29,nn,3.833333333,1.333333333,1.5,0.474356622,-0.736795641,-0.714381343,0.333333333,0.166666667,0,0.166666667,0.5,1,0,0,,,,,,,perception
7nn,29,7nn_29,nn,3.333333333,2.333333333,2.333333333,0.209763295,-0.205755135,-0.2652694,0,0.666666667,0,0.166666667,0.666666667,0.833333333,0.666666667,0,,,,,,,perception
8nn,29,8nn_29,nn,3.5,5,3.833333333,0.048924277,1.416989561,0.853506097,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0,0.5,,,,,,,perception
9nn,29,9nn_29,nn,4.5,2.833333333,2.666666667,0.685213999,0.124095098,0.045569281,0.166666667,0,0.166666667,0.333333333,0.333333333,0.5,0,0.166666667,,,,,,,perception
10nn,29,10nn_29,nn,5.5,2.666666667,2.5,1.298562962,0.026976923,-0.058941525,0.5,0,0,0,0.333333333,1,0,0,,,,,,,perception
11nn,29,11nn_29,nn,3.5,2.333333333,1.333333333,0.157241546,-0.215947444,-0.956445661,0,0,0,0,0.5,1,0,0.166666667,,,,,,,perception
12nn,29,12nn_29,nn,5.5,2.666666667,2,1.298562962,-0.006186963,-0.409979299,0.333333333,0,0,0,0.666666667,0.5,0,0,,,,,,,perception
13nn,29,13nn_29,nn,4.5,3.5,3.333333333,0.676428211,0.488627454,0.456576511,0.333333333,0.666666667,0.166666667,0,0.166666667,0.833333333,0,0,,,,,,,perception
10n,29,10n_29,n,3,2.833333333,2.833333333,-0.229775106,0.144441755,0.335903578,0,0.5,0,0.833333333,0.333333333,0.333333333,0.166666667,0.166666667,,,,,,,perception
15nn,29,15nn_29,nn,4.5,3.666666667,3.666666667,0.607169592,0.557847664,0.714498004,0.666666667,0.333333333,0,0,0.166666667,0.666666667,0,0,,,,,,,perception
16nn,29,16nn_29,nn,3.666666667,2.666666667,3.166666667,0.256855587,0.000789149,0.455592676,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,1,0,0,,,,,,,perception
11n,29,11n_29,n,1.333333333,1.333333333,1.166666667,-1.091289476,-0.813315721,-0.987614525,0,0,0,0,0.666666667,0.166666667,0.833333333,0,,,,,,,perception
12n,29,12n_29,n,3.5,2.833333333,2.833333333,0.008759535,0.065373099,-0.04943146,0,0,0.166666667,0.166666667,0.666666667,0.333333333,0,0,,,,,,,perception
13n,29,13n_29,n,1,1,1,-1.410155172,-0.976503811,-1.13876106,0,0,0,0,0.833333333,0.666666667,0.166666667,0,,,,,,,perception
14n,29,14n_29,n,1.833333333,1.666666667,1.333333333,-0.763853891,-0.634603501,-0.956445661,0,0,0,0,0.666666667,0.166666667,0.833333333,0,,,,,,,perception
15n,29,15n_29,n,1,1,1.833333333,-1.410155172,-0.976503811,-0.61208444,0,0,0,0,0.833333333,0.333333333,0.5,0,,,,,,,perception
16n,29,16n_29,n,1.166666667,1,1.166666667,-1.284030442,-0.976503811,-0.987614525,0,0,0,0,0.666666667,0.5,1,0,,,,,,,perception
7n,29,7n_29,n,3.833333333,2,2,0.356742869,-0.448679502,-0.531826028,0,0.166666667,0,0,0.833333333,0.333333333,0,0,,,,,,,perception
8n,29,8n_29,n,3.833333333,1.5,1.833333333,0.383159145,-0.616941556,-0.562994891,0.5,0.166666667,0,0.166666667,0.166666667,0.666666667,0,0.333333333,,,,,,,perception
9n,29,9n_29,n,1,1,1.333333333,-1.410155172,-0.976503811,-0.836467989,0,0,0,0,0.333333333,0.333333333,1,0,,,,,,,perception
14nn,29,14nn_29,nn,4.666666667,2.833333333,2.666666667,0.943023103,0.082383193,0.014640335,0.333333333,0.333333333,0.166666667,0.166666667,0.333333333,0.5,0,0.166666667,,,,,,,perception
1n,29,1n_29,n,2.666666667,2.166666667,1.666666667,-0.534177375,-0.346229505,-0.714141426,0.166666667,0,0,0,0.666666667,0.666666667,0,0,,,,,,,perception
2n,29,2n_29,n,4,2.833333333,3.5,0.315684508,0.172941441,0.542926714,0.166666667,0,0.333333333,0.166666667,0.5,0.666666667,0,0.5,,,,,,,perception
3n,29,3n_29,n,1.666666667,1.333333333,1.833333333,-0.90760911,-0.75953155,-0.532065945,0,0,0,0,1,0.5,0.166666667,0.166666667,,,,,,,perception
4n,29,4n_29,n,4,4.333333333,3.5,0.288578707,1.023288901,0.617878416,0.166666667,0.5,0.166666667,0.5,0.166666667,0.666666667,0,0.333333333,,,,,,,perception
5n,29,5n_29,n,3.333333333,3.5,4,-0.08316503,0.560982188,0.84328967,0.166666667,0,0.166666667,0.166666667,0.333333333,0,0,0.5,,,,,,,perception
6n,29,6n_29,n,2.5,2.5,2.833333333,-0.337006505,-0.111853157,0.048162875,0,0.166666667,0.166666667,0,0.166666667,0.666666667,0,0,,,,,,,perception
1nn,51,1nn_51,nn,3.5,3.666666667,2.666666667,-0.208669514,0.319390051,-0.140010886,0.666666667,0,0.333333333,0.166666667,0,0.166666667,0,0,,,,,,,perception
2nn,51,2nn_51,nn,3.166666667,3,3,-0.394656036,-0.107010386,0.021357329,0,0,0.666666667,0.166666667,0,0.333333333,0,0.166666667,,,,,,,perception
3nn,51,3nn_51,nn,3.5,2.833333333,3,-0.230218464,-0.172154751,0.205031336,0.166666667,0.166666667,0.5,0.166666667,0,0,0,0,,,,,,,perception
4nn,51,4nn_51,nn,3.5,3.833333333,3.5,-0.124529231,0.474555384,0.420055696,0.166666667,0,0.666666667,0.166666667,0,0,0,0.5,,,,,,,perception
5nn,51,5nn_51,nn,4.333333333,2.333333333,2.5,0.223566193,-0.381966279,-0.160748817,0.5,0.333333333,0.166666667,0.166666667,0,0.333333333,0,0,,,,,,,perception
6nn,51,6nn_51,nn,4.5,4,2.833333333,0.587880662,0.662114862,0.131852709,0.333333333,0.333333333,0,0,0,0.166666667,0,0.166666667,,,,,,,perception
7nn,51,7nn_51,nn,4.666666667,2.333333333,2.833333333,0.611836532,-0.434576249,0.030073426,0.833333333,0,0.333333333,0,0,0.5,0,0.166666667,,,,,,,perception
8nn,51,8nn_51,nn,4.166666667,2.166666667,2.166666667,0.078096058,-0.584018796,-0.39561738,0.333333333,0.5,0,0.166666667,0.166666667,0.333333333,0,0.333333333,,,,,,,perception
9nn,51,9nn_51,nn,5.666666667,1.333333333,1.333333333,1.342243981,-1.066363859,-1.036557319,0.166666667,0,0,0,0,0.833333333,0,0,,,,,,,perception
10nn,51,10nn_51,nn,5.833333333,3.166666667,1.666666667,1.48516743,0.132570099,-0.777606997,0.833333333,0,0,0,0.333333333,0.166666667,0,0,,,,,,,perception
11nn,51,11nn_51,nn,4.5,3.333333333,3.5,0.424874129,0.226690254,0.50496177,0,0.666666667,0.333333333,0.5,0.166666667,0.5,0,0.166666667,,,,,,,perception
12nn,51,12nn_51,nn,4.166666667,3.833333333,2.5,0.357648443,0.67838561,-0.055548255,0,0.333333333,0.166666667,0,0.5,0,0,0.166666667,,,,,,,perception
13nn,51,13nn_51,nn,4,1.666666667,1.333333333,0.003409005,-0.822887017,-1.036557319,0.5,0,0,0,0.166666667,0.666666667,0,0,,,,,,,perception
10n,51,10n_51,n,4.333333333,1.166666667,1.166666667,0.10536018,-1.18371597,-1.176305364,0,0,0,0,0.666666667,0.5,0,0,,,,,,,perception
15nn,51,15nn_51,nn,4.333333333,3.5,2.166666667,0.329192948,0.291933132,-0.37890863,0.333333333,0.5,0.166666667,0.166666667,0,0.5,0,0,,,,,,,perception
16nn,51,16nn_51,nn,5.333333333,5,4.666666667,1.122704094,1.293626024,1.40485203,0.5,0.5,0.166666667,0,0,0.5,0,0,,,,,,,perception
11n,51,11n_51,n,2.833333333,4.166666667,3.5,-0.709192823,0.758879188,0.672508235,0,0,0.666666667,0.166666667,0.166666667,0,0,0.333333333,,,,,,,perception
12n,51,12n_51,n,2.5,2.666666667,3.5,-0.986831596,-0.237299116,0.526884164,0,0.166666667,0.5,0.333333333,0,0.166666667,0,0.166666667,,,,,,,perception
13n,51,13n_51,n,2,1.833333333,1.5,-1.405093405,-0.713754629,-0.896809273,0,0,0,0,0.666666667,0.5,0,0,,,,,,,perception
14n,51,14n_51,n,3.166666667,2.166666667,3.5,-0.589450835,-0.51370411,0.553175036,0,0.166666667,0,0.5,0,0.5,0,0.333333333,,,,,,,perception
15n,51,15n_51,n,2.166666667,3.333333333,3,-1.306579938,0.180454479,0.268027693,0,0,0.5,0.166666667,0.166666667,0,0.166666667,0.166666667,,,,,,,perception
16n,51,16n_51,n,3.333333333,3.5,3.166666667,-0.483694623,0.417053381,0.389066249,0.166666667,0,0.333333333,0.333333333,0.333333333,0,0.166666667,0,,,,,,,perception
7n,51,7n_51,n,5.166666667,1.666666667,1.666666667,0.932190297,-0.845903489,-0.796524861,0.833333333,0,0,0.166666667,0,0.166666667,0,0.166666667,,,,,,,perception
8n,51,8n_51,n,3.833333333,2.666666667,1.666666667,-0.039305988,-0.216996584,-0.797320277,0.166666667,0.333333333,0,0.166666667,0,0.666666667,0,0,,,,,,,perception
9n,51,9n_51,n,2.5,3.666666667,4,-0.95028166,0.403797918,0.90224644,0.166666667,0.166666667,0.166666667,0.333333333,0,0,0.333333333,0.166666667,,,,,,,perception
14nn,51,14nn_51,nn,5.166666667,1.833333333,2,0.969088312,-0.743348128,-0.587365962,0.333333333,0.333333333,0,0.166666667,0,0.166666667,0,0,,,,,,,perception
1n,51,1n_51,n,3,3.833333333,3.666666667,-0.781687272,0.465506316,0.659013754,0,0,0.833333333,0.166666667,0,0,0,0.333333333,,,,,,,perception
2n,51,2n_51,n,3.833333333,3.666666667,3.666666667,-0.180721113,0.435746486,0.684558959,0,0.166666667,0.666666667,0.5,0.166666667,0,0,0.333333333,,,,,,,perception
3n,51,3n_51,n,5.166666667,1.5,1.5,0.937401852,-0.960498307,-0.863940808,0.666666667,0.166666667,0,0,0,0.833333333,0,0,,,,,,,perception
4n,51,4n_51,n,4.5,3.5,2.833333333,0.411185225,0.292058908,0.053151394,0.5,0.333333333,0.166666667,0,0,0.5,0,0.166666667,,,,,,,perception
5n,51,5n_51,n,3,2.833333333,3.166666667,-0.655785498,-0.018380032,0.431111829,0,0,0.333333333,0.5,0,0,0,0.166666667,,,,,,,perception
6n,51,6n_51,n,2.833333333,3.166666667,3.166666667,-0.719885156,0.062549471,0.257733439,0,0.333333333,0.333333333,0.666666667,0,0.166666667,0,0.333333333,,,,,,,perception
1nn,13,1nn_13,nn,3.833333333,3.5,2.666666667,0.104102156,0.510992041,-0.067245268,0,0.5,0.333333333,0.166666667,0.166666667,0.333333333,0,0,,,,,,,perception
2nn,13,2nn_13,nn,2.5,3.166666667,3.333333333,-0.725525546,0.099465806,0.157257246,0,0.333333333,0.166666667,0,0.333333333,0,0.333333333,0,,,,,,,perception
3nn,13,3nn_13,nn,4.5,3.5,4.5,0.519067754,0.310689557,1.004240182,0,0.166666667,0.5,0.5,0,0.333333333,0,0.5,,,,,,,perception
4nn,13,4nn_13,nn,4,4.666666667,4.333333333,0.266897282,1.107039394,1.091474105,0.166666667,0,0.166666667,0.666666667,0.166666667,0.333333333,0,0.166666667,,,,,,,perception
5nn,13,5nn_13,nn,4.166666667,1.333333333,2.166666667,0.260661573,-0.767562955,-0.434005037,0,0.333333333,0,0,0.166666667,0.666666667,0.333333333,0,,,,,,,perception
6nn,13,6nn_13,nn,4,1.166666667,2,0.27830801,-0.891166263,-0.570606213,0,0.333333333,0,0,0.333333333,0.833333333,0.5,0.166666667,,,,,,,perception
7nn,13,7nn_13,nn,3.666666667,2.333333333,2.5,-0.015927428,-0.127361263,-0.170866733,0,0.333333333,0,0,0.166666667,1,0.166666667,0,,,,,,,perception
8nn,13,8nn_13,nn,4.5,3.5,4.333333333,0.554197022,0.568627574,0.958228618,0,0.5,0.166666667,0.166666667,0.166666667,0.5,0,0,,,,,,,perception
9nn,13,9nn_13,nn,5.166666667,3,4,1.002305443,0.212147849,0.726013589,0.166666667,0.166666667,0.166666667,0.166666667,0,0.666666667,0,0,,,,,,,perception
10nn,13,10nn_13,nn,4.333333333,1.833333333,2.166666667,0.427183982,-0.477326161,-0.434005037,0,0.333333333,0,0,0.333333333,0.833333333,0,0,,,,,,,perception
11nn,13,11nn_13,nn,4,5.166666667,3.833333333,0.413907938,1.512380648,0.766707268,0.166666667,0.5,0.166666667,0.333333333,0,0.166666667,0,0.166666667,,,,,,,perception
12nn,13,12nn_13,nn,5.666666667,3.166666667,3,1.259188057,0.209663503,0.114405193,0.333333333,0.166666667,0,0,0.166666667,0.666666667,0,0,,,,,,,perception
13nn,13,13nn_13,nn,1.5,1.333333333,1.333333333,-1.196993127,-0.767562955,-0.897065456,0,0,0,0,0.833333333,0.666666667,0,0,,,,,,,perception
10n,13,10n_13,n,3.833333333,1.166666667,1.166666667,0.255166121,-0.891166263,-1.033666632,0,0.333333333,0,0,0.166666667,0.333333333,1,0.166666667,,,,,,,perception
15nn,13,15nn_13,nn,4.833333333,3.333333333,2.333333333,0.76176297,0.252923137,-0.272050453,0.333333333,0.5,0.166666667,0.333333333,0,0.333333333,0,0,,,,,,,perception
16nn,13,16nn_13,nn,4.666666667,2.333333333,2,0.632334296,-0.303090351,-0.570606213,0.166666667,0.166666667,0,0,0.166666667,0.666666667,0,0.166666667,,,,,,,perception
11n,13,11n_13,n,1.833333333,2,1.5,-0.871482739,-0.261124354,-0.743877119,0,0,0,0,0.833333333,0,0.5,0,,,,,,,perception
12n,13,12n_13,n,4.833333333,3.833333333,3,0.637548577,0.518993035,0.048283932,0.5,0.333333333,0,0.333333333,0,0.5,0,0,,,,,,,perception
13n,13,13n_13,n,1.333333333,1.333333333,2,-1.293278978,-0.767562955,-0.526617121,0,0,0,0,0.666666667,0.166666667,0.5,0,,,,,,,perception
14n,13,14n_13,n,3.666666667,3.666666667,3.833333333,0.102963162,0.6145831,0.795354637,0.333333333,0.166666667,0,0.166666667,0,0.333333333,0.166666667,0.5,,,,,,,perception
15n,13,15n_13,n,2.833333333,2,2.333333333,-0.30790406,-0.347710169,-0.220240447,0,0.333333333,0,0,0.333333333,0.666666667,0,0.166666667,,,,,,,perception
16n,13,16n_13,n,2.666666667,4.5,3,-0.555826829,0.996816891,0.169640082,0,0.166666667,0.333333333,0.333333333,0,0.166666667,0.333333333,0,,,,,,,perception
7n,13,7n_13,n,5.333333333,3.166666667,3.333333333,1.110574975,0.294081164,0.201433036,0.166666667,0.333333333,0,0.5,0.166666667,0.5,0,0,,,,,,,perception
8n,13,8n_13,n,2.333333333,1.5,2.5,-0.722937257,-0.682633327,-0.266511905,0,0.333333333,0,0,0.5,0.166666667,0.333333333,0.166666667,,,,,,,perception
9n,13,9n_13,n,2.333333333,3.333333333,4.5,-0.69532569,0.332814941,1.06312038,0,0.5,0.166666667,0.5,0.166666667,0.166666667,0.166666667,0.166666667,,,,,,,perception
14nn,13,14nn_13,nn,3.833333333,2.5,4.5,0.185112588,-0.095117176,1.047291854,0.166666667,0.166666667,0,0.333333333,0.333333333,0.333333333,0,0,,,,,,,perception
1n,13,1n_13,n,1.5,2,2,-1.213973819,-0.261124354,-0.613503959,0,0,0,0,0.833333333,0.5,0.166666667,0,,,,,,,perception
2n,13,2n_13,n,1.5,1.333333333,2,-1.17157301,-0.81224932,-0.586248041,0,0,0,0,0.5,0.333333333,0.666666667,0,,,,,,,perception
3n,13,3n_13,n,1.666666667,1.333333333,1.666666667,-1.043312221,-0.767562955,-0.711841288,0,0.166666667,0,0,0.333333333,0,0.833333333,0,,,,,,,perception
4n,13,4n_13,n,4.166666667,2.5,3,0.352901027,-0.113746254,0.117406962,0.166666667,0.5,0,0.5,0,0.333333333,0,0,,,,,,,perception
5n,13,5n_13,n,4.333333333,2.5,2,0.543982516,-0.109477589,-0.405464614,0.333333333,0.333333333,0.166666667,0.166666667,0.333333333,0,0,0,,,,,,,perception
6n,13,6n_13,n,3.5,1.666666667,2,-0.074707638,-0.574071759,-0.466040867,0.333333333,0,0,0,0.166666667,0.666666667,0.166666667,0,,,,,,,perception
1nn,14,1nn_14,nn,3.333333333,3.833333333,3.666666667,0.042932326,0.421475701,0.340752224,0,0,0.166666667,0.333333333,0,0.166666667,0.166666667,0.166666667,,,,,,,perception
2nn,14,2nn_14,nn,3.5,4,3.666666667,0.000801488,0.288316425,0.251879421,0,0.166666667,0.333333333,0.833333333,0,0,0,0,,,,,,,perception
3nn,14,3nn_14,nn,4.166666667,4.833333333,4,0.626737319,0.972811636,0.41285569,0.333333333,0.166666667,0.5,0.166666667,0,0,0,0.166666667,,,,,,,perception
4nn,14,4nn_14,nn,3.5,4,2.833333333,0.177609496,0.538169805,-0.236332222,0,0.166666667,0.333333333,0,0.666666667,0,0.333333333,0,,,,,,,perception
5nn,14,5nn_14,nn,2.5,2.5,4,-0.698197663,-0.575364446,0.495696069,0.166666667,0.166666667,0,0.333333333,0,0.333333333,0.5,0.166666667,,,,,,,perception
6nn,14,6nn_14,nn,3.833333333,4.833333333,4.166666667,0.3489099,0.889452543,0.678045197,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0,0.166666667,,,,,,,perception
7nn,14,7nn_14,nn,4.166666667,2.5,3.666666667,0.383275554,-0.624992915,0.466913604,0.666666667,0,0,0.333333333,0.166666667,0.166666667,0,0,,,,,,,perception
8nn,14,8nn_14,nn,3.5,3.666666667,4,0.168242975,0.220687669,0.569940678,0,0.333333333,0,0.166666667,0,0,0.166666667,0.5,,,,,,,perception
9nn,14,9nn_14,nn,2.666666667,3.333333333,3.833333333,-0.455753875,0.040916919,0.675828621,0,0,0.166666667,0.5,0,0.166666667,0.166666667,0.166666667,,,,,,,perception
10nn,14,10nn_14,nn,4.666666667,2.666666667,2.5,0.84749913,-0.424409673,-0.50302213,0.666666667,0.166666667,0,0,0,0.333333333,0,0,,,,,,,perception
11nn,14,11nn_14,nn,4.166666667,4.333333333,4,0.624413698,0.653474331,0.519611051,0.333333333,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0,0,,,,,,,perception
12nn,14,12nn_14,nn,4,3.666666667,3,0.395983674,0.022415456,-0.119960595,0.333333333,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0.166666667,,,,,,,perception
13nn,14,13nn_14,nn,2.166666667,3,2.666666667,-0.978667302,-0.23315469,-0.536726864,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0.166666667,,,,,,,perception
10n,14,10n_14,n,4.166666667,3.166666667,2.333333333,0.573013309,-0.08534331,-0.673788151,0.333333333,0.166666667,0,0,0.5,0.166666667,0,0,,,,,,,perception
15nn,14,15nn_14,nn,3.666666667,3.666666667,3.333333333,0.07729798,0.140397784,0.164066449,0.5,0.166666667,0,0,0.333333333,0.166666667,0,0.166666667,,,,,,,perception
16nn,14,16nn_14,nn,3.666666667,4.333333333,3.666666667,0.327794621,0.738256079,0.36382883,0,0.5,0.166666667,0.333333333,0,0,0,0.166666667,,,,,,,perception
11n,14,11n_14,n,2.666666667,3,3.166666667,-0.564923109,-0.282708974,0.004106793,0.166666667,0.166666667,0,0.333333333,0.166666667,0.166666667,0.5,0,,,,,,,perception
12n,14,12n_14,n,3.666666667,4.666666667,3.5,0.245597191,0.73829298,0.281581024,0.333333333,0,0.5,0.333333333,0,0.166666667,0,0.166666667,,,,,,,perception
13n,14,13n_14,n,2.5,2.5,2.833333333,-0.549700063,-0.507829013,-0.275207943,0,0,0.166666667,0,0.666666667,0.166666667,0.166666667,0,,,,,,,perception
14n,14,14n_14,n,3.333333333,1.666666667,2.333333333,-0.150241361,-1.221693591,-0.904824795,0,0.166666667,0,0,0.333333333,0.5,0.5,0,,,,,,,perception
15n,14,15n_14,n,1.333333333,1.833333333,2.333333333,-1.640717194,-1.038607734,-0.789891934,0,0,0,0,0.166666667,0.166666667,0.666666667,0.166666667,,,,,,,perception
16n,14,16n_14,n,2.333333333,2.333333333,2.166666667,-0.759313494,-0.670906838,-0.745291226,0,0.166666667,0,0.166666667,0.333333333,0,0.5,0.166666667,,,,,,,perception
7n,14,7n_14,n,4.166666667,3.666666667,3.5,0.683961273,0.176024687,0.070217427,0.333333333,0.333333333,0,0.166666667,0,0.166666667,0,0,,,,,,,perception
8n,14,8n_14,n,3.333333333,2.833333333,3,-0.227791548,-0.49386473,-0.333204289,0,0,0,0.166666667,0.333333333,0.333333333,0.5,0.333333333,,,,,,,perception
9n,14,9n_14,n,1.833333333,1.333333333,2,-1.068854293,-1.420589171,-1.218860878,0,0,0,0,0.333333333,0,0.833333333,0,,,,,,,perception
14nn,14,14nn_14,nn,4,4.666666667,3,0.263597166,0.82751017,-0.116644597,0.333333333,0.333333333,0.166666667,0.166666667,0,0,0.166666667,0,,,,,,,perception
1n,14,1n_14,n,3.333333333,4.166666667,3.5,0.041692722,0.612126455,0.255875553,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0,0,0.333333333,,,,,,,perception
2n,14,2n_14,n,3.666666667,3.5,2.833333333,0.298903601,-0.028463953,-0.364789922,0.166666667,0.333333333,0.166666667,0.166666667,0,0.166666667,0.333333333,0.166666667,,,,,,,perception
3n,14,3n_14,n,4,2.666666667,2.666666667,0.248343798,-0.475916656,-0.370648042,0.666666667,0.5,0,0,0,0.166666667,0,0.166666667,,,,,,,perception
4n,14,4n_14,n,4,4.166666667,3.666666667,0.48989954,0.569320157,0.417625698,0.333333333,0.5,0,0.166666667,0,0.166666667,0.166666667,0.166666667,,,,,,,perception
5n,14,5n_14,n,3.333333333,4,3.666666667,0.008691328,0.485091798,0.26387875,0,0.166666667,0.333333333,0.333333333,0.333333333,0,0,0.333333333,,,,,,,perception
6n,14,6n_14,n,3.666666667,2.5,3.5,0.073734755,-0.509855897,0.119172788,0,0.166666667,0,0.333333333,0.333333333,0.166666667,0.166666667,0.166666667,,,,,,,perception
1nn,30,1nn_30,nn,3.833333333,2.166666667,2,0.64547247,0.06307043,-0.508054489,0.166666667,0.666666667,0,0.5,0.166666667,0.166666667,0,0.333333333,,,,,,,perception
2nn,30,2nn_30,nn,2.666666667,5,3.833333333,-0.244701213,1.548999214,1.044584881,0,0,0.666666667,0.333333333,0,0,0.166666667,0.166666667,,,,,,,perception
3nn,30,3nn_30,nn,2.5,4,3.333333333,-0.18039771,1.154838753,0.576770661,0,0,0.166666667,1,0,0,0,0.166666667,,,,,,,perception
4nn,30,4nn_30,nn,2.666666667,2.166666667,2.333333333,-0.321568001,-0.135430014,0.050812635,0,0.166666667,0,0.166666667,0.333333333,0,0.666666667,0,,,,,,,perception
5nn,30,5nn_30,nn,3.5,1.833333333,2.166666667,0.460278948,-0.182271919,0.046950853,0.166666667,0.166666667,0,0.5,0,0.333333333,0,0,,,,,,,perception
6nn,30,6nn_30,nn,3.833333333,1.333333333,1.5,0.414433617,-0.599844436,-0.493808621,0.166666667,0.333333333,0,0,0.5,0.333333333,0,0,,,,,,,perception
7nn,30,7nn_30,nn,3.166666667,2.166666667,1.833333333,-0.010406593,-0.135430014,-0.321589026,0.166666667,0.166666667,0,0.166666667,0.333333333,0.333333333,0,0.166666667,,,,,,,perception
8nn,30,8nn_30,nn,3.5,3.833333333,3.833333333,0.138080298,0.895796248,1.36357211,0,0.333333333,0.333333333,0.333333333,0,0,0,0.166666667,,,,,,,perception
9nn,30,9nn_30,nn,4.333333333,1.5,1.5,0.78509949,-0.508686737,-0.493808621,0,0.166666667,0,0.166666667,0.166666667,0.833333333,0,0,,,,,,,perception
10nn,30,10nn_30,nn,4.666666667,2,2.166666667,0.956843593,-0.246917137,-0.149369431,0.666666667,0,0,0,0.166666667,0.166666667,0.166666667,0,,,,,,,perception
11nn,30,11nn_30,nn,4.333333333,3.166666667,3.333333333,0.885811513,0.575945025,1.086743538,0.333333333,0.5,0.166666667,0.166666667,0,0.333333333,0,0,,,,,,,perception
12nn,30,12nn_30,nn,4.666666667,2.666666667,1.666666667,0.984934188,0.199031354,-0.293626554,0.333333333,0.166666667,0,0,0.333333333,0.166666667,0,0.166666667,,,,,,,perception
